,메뉴이름,검색결과,URL
2566,주스프레주망고,한라봉 제주감귤 주스,/ko/food/calories/181899755
2567,주스프레주망고,망고주스,/ko/food/calories/550521690
2568,주스프레주망고,망고주스,/ko/food/calories/610327050
2569,주스프레주망고,주스,/ko/food/calories/949266959
2570,주스프레주망고,주스,/ko/food/calories/969489618
2571,주스프레주망고,망고주스,/ko/food/calories/536496662
2572,주스프레주망고,주스,/ko/food/calories/1588083914
2573,두부케첩조림,오징어말이 케첩조림,/ko/food/calories/619517581
2574,두부케첩조림,케첩,/ko/food/calories/437807953
2575,두부케첩조림,"토마토케첩,토마토케첩, 케첩",/ko/food/calories/619527002
2576,두부케첩조림,두부조림,/ko/food/calories/784735041
2577,두부케첩조림,오징어말이 케첩조림,/ko/food/calories/620005917
2578,두부케첩조림,두부조림영양밥,/ko/food/calories/384954756
2579,두부케첩조림,케첩,/ko/food/calories/596234550
2580,두부케첩조림,케첩,/ko/food/calories/1131880530
2581,두부케첩조림,"토마토케첩,토마토케첩, 케찹",/ko/food/calories/619569979
2582,두부케첩조림,"토마토케첩,토마토케첩, 프리미엄케찹",/ko/food/calories/619569955
2583,갑오징어야채무침,스넥류,/ko/food/calories/1057113982
2584,갑오징어야채무침,오징어무침,/ko/food/calories/122837819
2585,갑오징어야채무침,오징어채 무침,/ko/food/calories/564349755
2586,갑오징어야채무침,"참갑오징어, 생것",/ko/food/calories/619534029
2587,갑오징어야채무침,"갑오징어, 마른것",/ko/food/calories/619534284
2588,갑오징어야채무침,"갑오징어, 생것",/ko/food/calories/696271776
2589,갑오징어야채무침,하남갑오징어,/ko/food/calories/1311569445
2590,갑오징어야채무침,갑오징어볶음,/ko/food/calories/1413843033
2591,갑오징어야채무침,"쇠갑오징어, 생것",/ko/food/calories/619533991
2592,갑오징어야채무침,Korean Marinated Vegetables,/ko/food/calories/korean-marinated-vegetables-443046109
2593,햄게맛살볶음,게맛살,/ko/food/calories/252090568
2594,햄게맛살볶음,샌드위치,/ko/food/calories/168994851
2595,햄게맛살볶음,진미채볶음,/ko/food/calories/139368086
2596,햄게맛살볶음,"게맛살,게맛살, 생생게맛살",/ko/food/calories/1489123725
2597,햄게맛살볶음,진미채볶음,/ko/food/calories/279520107
2598,햄게맛살볶음,햄&김치볶음,/ko/food/calories/753856579
2599,햄게맛살볶음,볶음아몬드,/ko/food/calories/1190282744
2600,햄게맛살볶음,곱창 볶음,/ko/food/calories/1034457324
2601,햄게맛살볶음,오징어볶음,/ko/food/calories/139367406
2602,햄게맛살볶음,"게맛살,게맛살, 게맛살",/ko/food/calories/619557664
2603,미트볼케찹조림,케찹,/ko/food/calories/139368735
2604,미트볼케찹조림,찹스테이크,/ko/food/calories/430415495
2605,미트볼케찹조림,부페 식당의 찹스테이크,/ko/food/calories/158445767
2606,미트볼케찹조림,화이트 미트볼,/ko/food/calories/193461479
2607,미트볼케찹조림,미트볼,/ko/food/calories/1533451979
2608,미트볼케찹조림,3분 미트볼,/ko/food/calories/3-483428353
2609,미트볼케찹조림,토마토케찹,/ko/food/calories/398694973
2610,미트볼케찹조림,토마토 케찹,/ko/food/calories/371660874
2611,미트볼케찹조림,찹 샐러드,/ko/food/calories/854754292
2612,미트볼케찹조림,고메미트볼,/ko/food/calories/424146533
2613,식혜,식혜,/ko/food/calories/139366689
2614,식혜,식혜,/ko/food/calories/490282443
2615,식혜,식혜,/ko/food/calories/156393300
2616,식혜,식혜,/ko/food/calories/1033967293
2617,식혜,식혜,/ko/food/calories/139366656
2618,식혜,식혜,/ko/food/calories/662876450
2619,식혜,식혜,/ko/food/calories/1008662558
2620,식혜,"식혜,식혜, 동가식혜",/ko/food/calories/619565792
2621,식혜,비락식혜,/ko/food/calories/140011133
2622,식혜,비락식혜,/ko/food/calories/76581101
2623,잡채밥,잡채밥,/ko/food/calories/1178623181
2624,잡채밥,잡채볶음밥,/ko/food/calories/1098653333
2625,잡채밥,잡채밥,/ko/food/calories/619504338
2626,잡채밥,고추잡채,/ko/food/calories/605890049
2627,잡채밥,"볶음밥,잡채볶음밥, 잡채볶음밥",/ko/food/calories/619527186
2628,잡채밥,잡채,/ko/food/calories/139367878
2629,잡채밥,잡채,/ko/food/calories/414651846
2630,잡채밥,잡채,/ko/food/calories/239844654
2631,잡채밥,잡채,/ko/food/calories/424239580
2632,잡채밥,잡채,/ko/food/calories/90548773
2633,마파가지덮밥,매콤가지덮밥세트,/ko/food/calories/888798164
2634,마파가지덮밥,퀴진 매콤가지덮밥세트,/ko/food/calories/441543407
2635,마파가지덮밥,제육덮밥소스,/ko/food/calories/137338608
2636,마파가지덮밥,Gs25 도시락,/ko/food/calories/gs25-798212608
2637,마파가지덮밥,재육덮밥,/ko/food/calories/76730076
2638,마파가지덮밥,제육김치덮밥,/ko/food/calories/204271563
2639,마파가지덮밥,버섯덮밥,/ko/food/calories/77091099
2640,마파가지덮밥,오징어 덮밥,/ko/food/calories/139367387
2641,마파가지덮밥,밥,/ko/food/calories/964415985
2642,마파가지덮밥,수란덮밥,/ko/food/calories/1081495170
2643,갈치순살튀김,튀김 2개,/ko/food/calories/2-755940043
2644,갈치순살튀김,감자튀김,/ko/food/calories/139363404
2645,갈치순살튀김,고구마채튀김,/ko/food/calories/139363597
2646,갈치순살튀김,熱可可핫초코,/ko/food/calories/1094160761
2647,갈치순살튀김,두부튀김,/ko/food/calories/139364515
2648,갈치순살튀김,튀김,/ko/food/calories/974695509
2649,갈치순살튀김,가페모카,/ko/food/calories/201827572
2650,갈치순살튀김,사천짜장,/ko/food/calories/160169228
2651,갈치순살튀김,可可戚风蛋糕,/ko/food/calories/242729432
2652,갈치순살튀김,치킨휠레 2조각,/ko/food/calories/2-726216763
2653,콩나물된장덮밥,콩나물밥,/ko/food/calories/191952421
2654,콩나물된장덮밥,콩나물국밥,/ko/food/calories/139368694
2655,콩나물된장덮밥,콩나물,/ko/food/calories/726856480
2656,콩나물된장덮밥,콩나물국,/ko/food/calories/170669646
2657,콩나물된장덮밥,전주 콩나물국밥,/ko/food/calories/240930389
2658,콩나물된장덮밥,콩나물찜,/ko/food/calories/1022823300
2659,콩나물된장덮밥,낙지콩나물 비빔밥,/ko/food/calories/896713128
2660,콩나물된장덮밥,콩나물해장국밥,/ko/food/calories/752321631
2661,콩나물된장덮밥,햇반과 나물,/ko/food/calories/896714684
2662,콩나물된장덮밥,콩나물해장국밥,/ko/food/calories/139368724
2663,자장밥,자장밥,/ko/food/calories/978519762
2664,자장밥,자장밥(서울),/ko/food/calories/946024016
2665,자장밥,자장밥(강원도),/ko/food/calories/619504467
2666,자장밥,자장밥(경상도),/ko/food/calories/619504482
2667,자장밥,자장밥(전라도),/ko/food/calories/619504489
2668,자장밥,자장밥(충청도),/ko/food/calories/619504496
2669,자장밥,자장밥(경기도),/ko/food/calories/619504933
2670,자장밥,GS 공화춘 자장덮밥,/ko/food/calories/gs-525208448
2671,자장밥,자장밥,/ko/food/calories/620000972
2672,자장밥,자장,/ko/food/calories/700072945
2673,해물찜,해물찜,/ko/food/calories/347666503
2674,해물찜,해물찜,/ko/food/calories/731511096
2675,해물찜,해물찜,/ko/food/calories/832429130
2676,해물찜,해물찜,/ko/food/calories/620003886
2677,해물찜,동태찜,/ko/food/calories/186748890
2678,해물찜,해물탕,/ko/food/calories/139369414
2679,해물찜,등갈비찜,/ko/food/calories/408114100
2680,해물찜,해물 라면,/ko/food/calories/196921975
2681,해물찜,안동찜닭,/ko/food/calories/916736056
2682,해물찜,찜닭,/ko/food/calories/857147929
2683,매일두유 초콜릿 ,매일두유 초콜릿,/ko/food/calories/349294766
2684,매일두유 초콜릿 ,두유 초콜릿,/ko/food/calories/371629928
2685,매일두유 초콜릿 ,두유,/ko/food/calories/383661207
2686,매일두유 초콜릿 ,두유,/ko/food/calories/353321429
2687,매일두유 초콜릿 ,두유,/ko/food/calories/139364626
2688,매일두유 초콜릿 ,두유,/ko/food/calories/837667490
2689,매일두유 초콜릿 ,두유,/ko/food/calories/351351575
2690,매일두유 초콜릿 ,두유,/ko/food/calories/177794456
2691,매일두유 초콜릿 ,초콜릿,/ko/food/calories/320406440
2692,매일두유 초콜릿 ,두유,/ko/food/calories/1197359098
2693,팔보채덮밥,중화팔보채덮밥,/ko/food/calories/1506074227
2694,팔보채덮밥,팔보채,/ko/food/calories/147539805
2695,팔보채덮밥,팔보채,/ko/food/calories/1459838884
2696,팔보채덮밥,"팔보채, 조리",/ko/food/calories/887543631
2697,팔보채덮밥,팔보채(서울),/ko/food/calories/1459838821
2698,팔보채덮밥,팔보채(강원도),/ko/food/calories/619515194
2699,팔보채덮밥,팔보채(경기도),/ko/food/calories/619515201
2700,팔보채덮밥,팔보채(경상도),/ko/food/calories/619515213
2701,팔보채덮밥,팔보채(전라도),/ko/food/calories/619515227
2702,팔보채덮밥,팔보채(충청도),/ko/food/calories/619515232
2703,옥수수신선형,옥수수,/ko/food/calories/1088924259
2704,옥수수신선형,찐옥수수,/ko/food/calories/139368085
2705,옥수수신선형,옥수수콘,/ko/food/calories/160605353
2706,옥수수신선형,캔옥수수,/ko/food/calories/380358411
2707,옥수수신선형,"옥수수, Corn, Maize",/ko/food/calories/corn-maize-403320970
2708,옥수수신선형,홍천 찰옥수수,/ko/food/calories/199187064
2709,옥수수신선형,옥수수,/ko/food/calories/1058662564
2710,옥수수신선형,옥수수우유,/ko/food/calories/364188644
2711,옥수수신선형,옥수수빵,/ko/food/calories/389383920
2712,옥수수신선형,찐옥수수,/ko/food/calories/1205295538
2713,전복물회,물회,/ko/food/calories/524568408
2714,전복물회,물회(포항),/ko/food/calories/619510142
2715,전복물회,생선물회,/ko/food/calories/619510221
2716,전복물회,광어회,/ko/food/calories/139363654
2717,전복물회,농어회,/ko/food/calories/139364123
2718,전복물회,광어회,/ko/food/calories/1162422783
2719,전복물회,우럭회,/ko/food/calories/1247206552
2720,전복물회,회덮밥,/ko/food/calories/904794273
2721,전복물회,참치회,/ko/food/calories/387793420
2722,전복물회,오징어물회(동해),/ko/food/calories/619510149
2723,치킨너겟,치킨너겟,/ko/food/calories/162831111
2724,치킨너겟,치킨 너겟,/ko/food/calories/76579819
2725,치킨너겟,치킨너겟,/ko/food/calories/806814670
2726,치킨너겟,치킨너겟🐓,/ko/food/calories/139368428
2727,치킨너겟,치킨너겟(4조각),/ko/food/calories/4-226354370
2728,치킨너겟,치킨너겟,/ko/food/calories/1386127227
2729,치킨너겟,치킨너겟,/ko/food/calories/345090722
2730,치킨너겟,치킨너겟,/ko/food/calories/953886237
2731,치킨너겟,치킨너겟,/ko/food/calories/1563646443
2732,치킨너겟,치킨 너겟,/ko/food/calories/617429980
2733,매운소시지떡볶음,볶음면,/ko/food/calories/156422811
2734,매운소시지떡볶음,소시지 야채볶음,/ko/food/calories/76953464
2735,매운소시지떡볶음,볶음만,/ko/food/calories/952301004
2736,매운소시지떡볶음,매운 쭈꾸미 볶음,/ko/food/calories/1569175891
2737,매운소시지떡볶음,진미채볶음,/ko/food/calories/139368086
2738,매운소시지떡볶음,매운해물볶음면,/ko/food/calories/156036631
2739,매운소시지떡볶음,진미채볶음,/ko/food/calories/279520107
2740,매운소시지떡볶음,볶음아몬드,/ko/food/calories/1190282744
2741,매운소시지떡볶음,곱창 볶음,/ko/food/calories/1034457324
2742,매운소시지떡볶음,오징어볶음,/ko/food/calories/139367406
2743,아이스크림 콘완제품,아이스크림콘,/ko/food/calories/492483379
2744,아이스크림 콘완제품,아이스크림콘,/ko/food/calories/909125608
2745,아이스크림 콘완제품,소프트콘(아이스크림),/ko/food/calories/194408950
2746,아이스크림 콘완제품,콘 아이스크림,/ko/food/calories/356854258
2747,아이스크림 콘완제품,아이스크림,/ko/food/calories/216735004
2748,아이스크림 콘완제품,녹차콘 아이스크림,/ko/food/calories/77610635
2749,아이스크림 콘완제품,아이스크림,/ko/food/calories/1340784476
2750,아이스크림 콘완제품,아이스크림,/ko/food/calories/139366790
2751,아이스크림 콘완제품,콘아이스크림,/ko/food/calories/139368712
2752,아이스크림 콘완제품,아이스크림,/ko/food/calories/139366857
2753,사과 주스,사과주스,/ko/food/calories/139365992
2754,사과 주스,사과주스,/ko/food/calories/439088981
2755,사과 주스,사과 주스,/ko/food/calories/211847954
2756,사과 주스,사과주스,/ko/food/calories/730934884
2757,사과 주스,사과주스,/ko/food/calories/139366041
2758,사과 주스,사과주스,/ko/food/calories/544877412
2759,사과 주스,사과주스,/ko/food/calories/933745807
2760,사과 주스,사과주스,/ko/food/calories/216845929
2761,사과 주스,사과주스,/ko/food/calories/941060325
2762,사과 주스,사과주스ㅅㅎ,/ko/food/calories/1318465056
2763,시금치된장무침,두부부침,/ko/food/calories/139364473
2764,시금치된장무침,두부부침 (100g),/ko/food/calories/100g-1311755190
2765,시금치된장무침,시금치 나물,/ko/food/calories/387419529
2766,시금치된장무침,시금치무침,/ko/food/calories/500201060
2767,시금치된장무침,시금치 된장국,/ko/food/calories/7809008
2768,시금치된장무침,김무침,/ko/food/calories/1010613778
2769,시금치된장무침,김무침,/ko/food/calories/1135750765
2770,시금치된장무침,"시금치,시금치, 삶은것",/ko/food/calories/890431743
2771,시금치된장무침,시금치 된장국,/ko/food/calories/173243898
2772,시금치된장무침,3케일&시금치,/ko/food/calories/3-281223220
2773,포도 주스,포도주스,/ko/food/calories/485661342
2774,포도 주스,포도주스,/ko/food/calories/444597150
2775,포도 주스,포도주스,/ko/food/calories/648445326
2776,포도 주스,포도주스,/ko/food/calories/1036105895
2777,포도 주스,포도주스,/ko/food/calories/1004437660
2778,포도 주스,포도주스,/ko/food/calories/543149634
2779,포도 주스,포도주스,/ko/food/calories/186404414
2780,포도 주스,포도주스,/ko/food/calories/139369123
2781,포도 주스,포도주스,/ko/food/calories/781742953
2782,포도 주스,주스 포도,/ko/food/calories/48834246
2783,돈쭈꾸미볶음,쭈꾸미볶음,/ko/food/calories/139368080
2784,돈쭈꾸미볶음,쭈끄미볶음,/ko/food/calories/139368037
2785,돈쭈꾸미볶음,쭈꾸미볶음,/ko/food/calories/700044937
2786,돈쭈꾸미볶음,쭈꾸미볶음,/ko/food/calories/686776989
2787,돈쭈꾸미볶음,다신밥상,/ko/food/calories/1182996182
2788,돈쭈꾸미볶음,돈까스,/ko/food/calories/405384237
2789,돈쭈꾸미볶음,돈까스,/ko/food/calories/194400536
2790,돈쭈꾸미볶음,매콤쭈꾸미볶음,/ko/food/calories/1230600028
2791,돈쭈꾸미볶음,미니 돈까스,/ko/food/calories/447029752
2792,돈쭈꾸미볶음,돈까스,/ko/food/calories/97836135
2793,바나나,바나나,/ko/food/calories/184693187
2794,바나나,바나나,/ko/food/calories/219759188
2795,바나나,바나나,/ko/food/calories/690774673
2796,바나나,바나나우유,/ko/food/calories/168755468
2797,바나나,바나나,/ko/food/calories/955055896
2798,바나나,바나나,/ko/food/calories/138931864
2799,바나나,바나나 우유,/ko/food/calories/153501654
2800,바나나,바나나,/ko/food/calories/187416484
2801,바나나,바나나 우유,/ko/food/calories/205559255
2802,바나나,바나나식초 물에,/ko/food/calories/209353809
2803,아이스크림 샌드위치,아이스크림,/ko/food/calories/139366857
2804,아이스크림 샌드위치,소프트아이스크림,/ko/food/calories/202362795
2805,아이스크림 샌드위치,아이스크림,/ko/food/calories/139366816
2806,아이스크림 샌드위치,"아이스크림,아이스크림, 크리스피샌드위치카라멜",/ko/food/calories/619562344
2807,아이스크림 샌드위치,아이스크림,/ko/food/calories/139366849
2808,아이스크림 샌드위치,요거트아이스크림,/ko/food/calories/191282559
2809,아이스크림 샌드위치,아이스크림,/ko/food/calories/139366785
2810,아이스크림 샌드위치,아이스크림,/ko/food/calories/150365244
2811,아이스크림 샌드위치,아이스크림,/ko/food/calories/829937171
2812,아이스크림 샌드위치,아이스크림,/ko/food/calories/76562432
2813,콩나물비빔밥,낙지콩나물 비빔밥,/ko/food/calories/896713128
2814,콩나물비빔밥,고기나물 비빔,/ko/food/calories/211730340
2815,콩나물비빔밥,콩나물밥,/ko/food/calories/191952421
2816,콩나물비빔밥,삼채나물 비빔밥,/ko/food/calories/979537250
2817,콩나물비빔밥,콩나물국밥,/ko/food/calories/139368694
2818,콩나물비빔밥,콩나물,/ko/food/calories/726856480
2819,콩나물비빔밥,취나물비빔밥,/ko/food/calories/546375066
2820,콩나물비빔밥,콩나물국,/ko/food/calories/170669646
2821,콩나물비빔밥,제주,/ko/food/calories/926217549
2822,콩나물비빔밥,비빔밥 산채나물,/ko/food/calories/862955051
2823,고등어튀김고추장소스,고추장,/ko/food/calories/463712541
2824,고등어튀김고추장소스,볶은고추장,/ko/food/calories/763889432
2825,고등어튀김고추장소스,고추장,/ko/food/calories/949099070
2826,고등어튀김고추장소스,고추장,/ko/food/calories/766242961
2827,고등어튀김고추장소스,고추장,/ko/food/calories/76636117
2828,고등어튀김고추장소스,"고추장,일반고추장, 초고추장",/ko/food/calories/625702548
2829,고등어튀김고추장소스,"고추장,일반고추장, 고추장고기",/ko/food/calories/690494581
2830,고등어튀김고추장소스,"고추장,일반고추장, 반찬용고추장",/ko/food/calories/796694063
2831,고등어튀김고추장소스,"고추장,일반고추장, 찌게용고추장",/ko/food/calories/841099897
2832,고등어튀김고추장소스,찰고추장,/ko/food/calories/220005241
2833,장어강정,강정,/ko/food/calories/309692103
2834,장어강정,강정,/ko/food/calories/214064194
2835,장어강정,장어,/ko/food/calories/698673124
2836,장어강정,강정,/ko/food/calories/541700801
2837,장어강정,과자,/ko/food/calories/408701506
2838,장어강정,장어탕,/ko/food/calories/698673179
2839,장어강정,강정,/ko/food/calories/1015182284
2840,장어강정,땅콩강정,/ko/food/calories/157737711
2841,장어강정,강정,/ko/food/calories/255165057
2842,장어강정,쌀강정,/ko/food/calories/578460204
2843,대구매운탕,대구매운탕,/ko/food/calories/558260185
2844,대구매운탕,대구매운탕,/ko/food/calories/619510797
2845,대구매운탕,대구매운탕(서울),/ko/food/calories/619510830
2846,대구매운탕,대구매운탕 (식약처 기준),/ko/food/calories/1032547272
2847,대구매운탕,대구매운탕(강원도),/ko/food/calories/619510805
2848,대구매운탕,대구매운탕(경기도),/ko/food/calories/619510810
2849,대구매운탕,대구매운탕(경상도),/ko/food/calories/619510816
2850,대구매운탕,대구매운탕(전라도),/ko/food/calories/619510836
2851,대구매운탕,대구매운탕(충청도),/ko/food/calories/619510843
2852,대구매운탕,대구탕,/ko/food/calories/754997696
2853,토마토그린샐러드,쿠스쿠스 그린샐러드,/ko/food/calories/551281725
2854,토마토그린샐러드,리부트 그린 샐러드,/ko/food/calories/164500047
2855,토마토그린샐러드,토마토,/ko/food/calories/685375602
2856,토마토그린샐러드,생토마토,/ko/food/calories/187419393
2857,토마토그린샐러드,토마토 치즈 샐러드,/ko/food/calories/141501861
2858,토마토그린샐러드,토마토베지누들,/ko/food/calories/1068407926
2859,토마토그린샐러드,웰그린 토마토1.5,/ko/food/calories/1-5-619567578
2860,토마토그린샐러드,토마토주스,/ko/food/calories/419695483
2861,토마토그린샐러드,토마토 250 g,/ko/food/calories/250-g-748778258
2862,토마토그린샐러드,토마토,/ko/food/calories/1186309260
2863,버섯들깨탕,버섯 들깨탕,/ko/food/calories/1140245802
2864,버섯들깨탕,버섯 들깨탕,/ko/food/calories/620003313
2865,버섯들깨탕,소고기버섯 들깨탕,/ko/food/calories/1551011391
2866,버섯들깨탕,소도기 들깨탕,/ko/food/calories/194435953
2867,버섯들깨탕,들깨버섯죽,/ko/food/calories/1040545576
2868,버섯들깨탕,들깨수제비,/ko/food/calories/139364696
2869,버섯들깨탕,들깨 우거지 감자탕,/ko/food/calories/1288076390
2870,버섯들깨탕,소고기 들깨탕,/ko/food/calories/139366284
2871,버섯들깨탕,들깨감자탕,/ko/food/calories/703454842
2872,버섯들깨탕,들깨 삼계탕,/ko/food/calories/554517334
2873,바지락비빔밥,비빔밥,/ko/food/calories/76787513
2874,바지락비빔밥,비빔밥,/ko/food/calories/294425025
2875,바지락비빔밥,비빔밥,/ko/food/calories/448424578
2876,바지락비빔밥,산채비빔밥,/ko/food/calories/76565680
2877,바지락비빔밥,야채비빔밥,/ko/food/calories/522416108
2878,바지락비빔밥,육회비빔밥,/ko/food/calories/556719777
2879,바지락비빔밥,참치비빔밥,/ko/food/calories/361759708
2880,바지락비빔밥,비빔밥세트,/ko/food/calories/475539888
2881,바지락비빔밥,Bibimbap 비빔밥,/ko/food/calories/bibimbap-1527732606
2882,바지락비빔밥,고기나물 비빔,/ko/food/calories/211730340
2883,아귀탕,아귀찜,/ko/food/calories/665486668
2884,아귀탕,아귀찜(마산),/ko/food/calories/619511437
2885,아귀탕,"아귀, 생것",/ko/food/calories/1059259514
2886,아귀탕,"황아귀, 생것",/ko/food/calories/634295071
2887,아귀탕,영양탕,/ko/food/calories/1187313783
2888,아귀탕,해물탕,/ko/food/calories/139369414
2889,아귀탕,닭볶음탕,/ko/food/calories/139364372
2890,아귀탕,추어탕,/ko/food/calories/226769287
2891,아귀탕,도가니탕,/ko/food/calories/1565869800
2892,아귀탕,닭볶음탕,/ko/food/calories/316308845
2893,파김치,파김치,/ko/food/calories/604153962
2894,파김치,"김치, 파김치",/ko/food/calories/707663481
2895,파김치,파김치,/ko/food/calories/988526461
2896,파김치,파김치(서울),/ko/food/calories/886491507
2897,파김치,"김치, 파김치",/ko/food/calories/816591925
2898,파김치,파김치(전라도),/ko/food/calories/619522705
2899,파김치,파김치(충청도),/ko/food/calories/619523177
2900,파김치,파김치(강원도),/ko/food/calories/619523717
2901,파김치,파김치(경기도),/ko/food/calories/619523731
2902,파김치,파김치(경상도),/ko/food/calories/619523741
2903,주스카프리썬 사과,농심,/ko/food/calories/912352749
2904,주스카프리썬 사과,카프리썬 사과,/ko/food/calories/619566420
2905,주스카프리썬 사과,카프리썬 사과,/ko/food/calories/802627958
2906,주스카프리썬 사과,사과주스,/ko/food/calories/139365992
2907,주스카프리썬 사과,사과주스,/ko/food/calories/439088981
2908,주스카프리썬 사과,사과 주스,/ko/food/calories/211847954
2909,주스카프리썬 사과,사과주스,/ko/food/calories/730934884
2910,주스카프리썬 사과,사과주스,/ko/food/calories/139366041
2911,주스카프리썬 사과,사과주스,/ko/food/calories/544877412
2912,주스카프리썬 사과,사과주스,/ko/food/calories/933745807
2913,토마토신선형,토마토,/ko/food/calories/685375602
2914,토마토신선형,생토마토,/ko/food/calories/187419393
2915,토마토신선형,토마토주스,/ko/food/calories/419695483
2916,토마토신선형,토마토 250 g,/ko/food/calories/250-g-748778258
2917,토마토신선형,토마토,/ko/food/calories/1186309260
2918,토마토신선형,토마토 주스,/ko/food/calories/134848728
2919,토마토신선형,방울토마토,/ko/food/calories/913880619
2920,토마토신선형,토마토 쥬스,/ko/food/calories/350909909
2921,토마토신선형,토마토,/ko/food/calories/139368962
2922,토마토신선형,토마토주스,/ko/food/calories/132925022
2923,해물덮밥,"덮밥,해물버섯덮밥, 해물버섯덮밥",/ko/food/calories/619527017
2924,해물덮밥,해물덮밥,/ko/food/calories/619504014
2925,해물덮밥,해물덮밥(서울),/ko/food/calories/619503118
2926,해물덮밥,해물덮밥(강원도),/ko/food/calories/619503097
2927,해물덮밥,해물덮밥(경기도),/ko/food/calories/619503106
2928,해물덮밥,해물덮밥(경상도),/ko/food/calories/619503111
2929,해물덮밥,해물덮밥(전라도),/ko/food/calories/619503129
2930,해물덮밥,해물덮밥(충청도),/ko/food/calories/619503135
2931,해물덮밥,해물덮밥,/ko/food/calories/620000793
2932,해물덮밥,즉석 볶음밥,/ko/food/calories/635314516
2933,주스프레주파인애플,복숭아주스,/ko/food/calories/514849896
2934,주스프레주파인애플,제주감귤 주스,/ko/food/calories/309857378
2935,주스프레주파인애플,한라봉주스,/ko/food/calories/1496087417
2936,주스프레주파인애플,한라봉 제주감귤 주스,/ko/food/calories/181899755
2937,주스프레주파인애플,파인애플주스,/ko/food/calories/172621564
2938,주스프레주파인애플,파인애플주스,/ko/food/calories/907450838
2939,주스프레주파인애플,주스,/ko/food/calories/1588083914
2940,주스프레주파인애플,스키퍼 파인애플 주스,/ko/food/calories/619567297
2941,주스프레주파인애플,파인애플,/ko/food/calories/188053634
2942,주스프레주파인애플,파인애플,/ko/food/calories/139369189
2943,시금치고추장무침,시금치무침,/ko/food/calories/500201060
2944,시금치고추장무침,Seasoned Spinach 시금치무침,/ko/food/calories/seasoned-spinach-241304675
2945,시금치고추장무침,고추장,/ko/food/calories/463712541
2946,시금치고추장무침,볶은고추장,/ko/food/calories/763889432
2947,시금치고추장무침,고추장,/ko/food/calories/949099070
2948,시금치고추장무침,고추장,/ko/food/calories/766242961
2949,시금치고추장무침,고추장,/ko/food/calories/76636117
2950,시금치고추장무침,고추무침,/ko/food/calories/968208602
2951,시금치고추장무침,"고추장,일반고추장, 초고추장",/ko/food/calories/625702548
2952,시금치고추장무침,"고추장,일반고추장, 고추장고기",/ko/food/calories/690494581
2953,김장김치,김치,/ko/food/calories/433807895
2954,김장김치,김치만두,/ko/food/calories/233411946
2955,김장김치,김치국,/ko/food/calories/249457039
2956,김장김치,김치만두,/ko/food/calories/363525608
2957,김장김치,김치만두,/ko/food/calories/198956071
2958,김장김치,김치,/ko/food/calories/1553924880
2959,김장김치,꽁치김치찌개,/ko/food/calories/250723553
2960,김장김치,알타리김치,/ko/food/calories/1062777102
2961,김장김치,볶음김치,/ko/food/calories/163353354
2962,김장김치,김치찌개,/ko/food/calories/364144082
2963,감귤,감귤 쥬스,/ko/food/calories/198276582
2964,감귤,감귤주스,/ko/food/calories/631766883
2965,감귤,제주감귤,/ko/food/calories/139367945
2966,감귤,초콜렛,/ko/food/calories/139368350
2967,감귤,감귤주스,/ko/food/calories/902596785
2968,감귤,쌕쌕 제주감귤,/ko/food/calories/76884087
2969,감귤,쁘띠첼 감귤 푸딩,/ko/food/calories/76692322
2970,감귤,감귤쥬스,/ko/food/calories/700437236
2971,감귤,감귤초콜릿,/ko/food/calories/332338314
2972,감귤,제주감귤,/ko/food/calories/231818025
2973,즉석쌀국수,쌀국수,/ko/food/calories/1050178183
2974,즉석쌀국수,쌀국수,/ko/food/calories/230367676
2975,즉석쌀국수,쌀국수,/ko/food/calories/76974163
2976,즉석쌀국수, 쌀국수,/ko/food/calories/213434875
2977,즉석쌀국수,쌀국수면,/ko/food/calories/1152644301
2978,즉석쌀국수,월남쌀국수,/ko/food/calories/718047086
2979,즉석쌀국수,"쌀국수,쌀국수, 즉석쌀국수",/ko/food/calories/619522782
2980,즉석쌀국수,베트남 쌀국수,/ko/food/calories/187502505
2981,즉석쌀국수,쌀국수,/ko/food/calories/250739190
2982,즉석쌀국수,쌀국수,/ko/food/calories/599848533
2983,무나물,무나물,/ko/food/calories/804969241
2984,무나물,치킨무,/ko/food/calories/754155407
2985,무나물,쌈무,/ko/food/calories/151768922
2986,무나물,무나물,/ko/food/calories/844859600
2987,무나물,곤약 무청 시래기 나물밥,/ko/food/calories/864966153
2988,무나물,어무,/ko/food/calories/917380847
2989,무나물,치킨무,/ko/food/calories/139368418
2990,무나물,콩나물,/ko/food/calories/726856480
2991,무나물,돌나물,/ko/food/calories/566554339
2992,무나물,쌈무,/ko/food/calories/633555399
2993,무밥,치킨무,/ko/food/calories/754155407
2994,무밥,쌈무,/ko/food/calories/151768922
2995,무밥,어무,/ko/food/calories/917380847
2996,무밥,치킨무,/ko/food/calories/139368418
2997,무밥,쌈무,/ko/food/calories/633555399
2998,무밥,치킨 무,/ko/food/calories/381504178
2999,무밥,무생채,/ko/food/calories/811709549
3000,무밥,무장아찌,/ko/food/calories/77459683
3001,무밥,무,/ko/food/calories/584274718
3002,무밥,무와 두부 국,/ko/food/calories/247674619
3003,대구탕,대구탕,/ko/food/calories/754997696
3004,대구탕,대구탕,/ko/food/calories/430038446
